invoice_line_no,date,store,name,address,city,zipcode,store_location,county_number,county,category,category_name,vendor_no,vendor_name,itemno,im_desc,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,sale_bottles,sale_dollars,sale_liters,sale_gallons
INV-60325300034,2023-07-14T00:00:00.000,4346,ROY'S FOODLAND,105 PEARL ST,SHELLSBURG,52332,POINT (-91.868949035 42.094179011),,BENTON,1062400,SPICED RUM,259,HEAVEN HILL BRANDS,43026,ADMIRAL NELSON SPICED,12,750,6.50,9.75,12,117.00,9.00,2.37
INV-60325300035,2023-07-14T00:00:00.000,4346,ROY'S FOODLAND,105 PEARL ST,SHELLSBURG,52332,POINT (-91.868949035 42.094179011),,BENTON,1062100,GOLD RUM,035,BACARDI USA INC,43036,BACARDI GOLD,12,750,8.76,13.14,1,13.14,0.75,0.19
INV-60325300036,2023-07-14T00:00:00.000,4346,ROY'S FOODLAND,105 PEARL ST,SHELLSBURG,52332,POINT (-91.868949035 42.094179011),,BENTON,1062500,FLAVORED RUM,259,HEAVEN HILL BRANDS,43076,ADMIRAL NELSON COCONUT,12,750,6.50,9.75,1,9.75,0.75,0.19
INV-60325300037,2023-07-14T00:00:00.000,4346,ROY'S FOODLAND,105 PEARL ST,SHELLSBURG,52332,POINT (-91.868949035 42.094179011),,BENTON,1062500,FLAVORED RUM,035,BACARDI USA INC,43137,BACARDI LIMON,12,1000,9.50,14.25,3,42.75,3.00,0.79
INV-60325300038,2023-07-14T00:00:00.000,4346,ROY'S FOODLAND,105 PEARL ST,SHELLSBURG,52332,POINT (-91.868949035 42.094179011),,BENTON,1062400,SPICED RUM,260,DIAGEO AMERICAS,43337,CAPTAIN MORGAN ORIGINAL SPICED,12,1000,12.49,18.74,12,224.88,12.00,3.17
INV-60325300039,2023-07-14T00:00:00.000,4346,ROY'S FOODLAND,105 PEARL ST,SHELLSBURG,52332,POINT (-91.868949035 42.094179011),,BENTON,1062200,WHITE RUM,421,SAZERAC COMPANY  INC,44217,BARTON LIGHT RUM,12,1000,4.50,6.75,2,13.50,2.00,0.52
INV-60325300040,2023-07-14T00:00:00.000,4346,ROY'S FOODLAND,105 PEARL ST,SHELLSBURG,52332,POINT (-91.868949035 42.094179011),,BENTON,1062500,FLAVORED RUM,065,JIM BEAM BRANDS,44419,CRUZAN BLACK CHERRY,12,750,7.00,10.50,2,21.00,1.50,0.39
INV-60325300041,2023-07-14T00:00:00.000,4346,ROY'S FOODLAND,105 PEARL ST,SHELLSBURG,52332,POINT (-91.868949035 42.094179011),,BENTON,1062500,FLAVORED RUM,065,JIM BEAM BRANDS,44557,CRUZAN STRAWBERRY,12,750,7.00,10.50,2,21.00,1.50,0.39
INV-60325300042,2023-07-14T00:00:00.000,4346,ROY'S FOODLAND,105 PEARL ST,SHELLSBURG,52332,POINT (-91.868949035 42.094179011),,BENTON,1062200,WHITE RUM,434,LUXCO INC,45275,PARAMOUNT WHITE RUM PET,12,750,4.25,6.38,2,12.76,1.50,0.39
INV-60325300043,2023-07-14T00:00:00.000,4346,ROY'S FOODLAND,105 PEARL ST,SHELLSBURG,52332,POINT (-91.868949035 42.094179011),,BENTON,1012200,SCOTCH WHISKIES,035,BACARDI USA INC,4867,DEWARS WHITE LABEL SCOTCH,12,1000,17.50,26.25,1,26.25,1.00,0.26
INV-60325300044,2023-07-14T00:00:00.000,4346,ROY'S FOODLAND,105 PEARL ST,SHELLSBURG,52332,POINT (-91.868949035 42.094179011),,BENTON,1051100,AMERICAN BRANDIES,259,HEAVEN HILL BRANDS,52316,CHRISTIAN BROS BRANDY,12,750,6.00,9.00,2,18.00,1.50,0.39
INV-60325300045,2023-07-14T00:00:00.000,4346,ROY'S FOODLAND,105 PEARL ST,SHELLSBURG,52332,POINT (-91.868949035 42.094179011),,BENTON,1051100,AMERICAN BRANDIES,434,LUXCO INC,55506,PARAMOUNT CHERRY BRANDY,12,750,5.75,8.63,2,17.26,1.50,0.39
INV-60325300046,2023-07-14T00:00:00.000,4346,ROY'S FOODLAND,105 PEARL ST,SHELLSBURG,52332,POINT (-91.868949035 42.094179011),,BENTON,1071000,COCKTAILS/RTD,421,SAZERAC COMPANY  INC,57125,CHI-CHI'S GOLD MARGARITA,6,1750,6.50,9.75,2,19.50,3.50,0.92
INV-60325300047,2023-07-14T00:00:00.000,4346,ROY'S FOODLAND,105 PEARL ST,SHELLSBURG,52332,POINT (-91.868949035 42.094179011),,BENTON,1071000,COCKTAILS/RTD,421,SAZERAC COMPANY  INC,57157,CHI-CHI'S PINA COLADA,6,1750,6.50,9.75,1,9.75,1.75,0.46
INV-60325300048,2023-07-14T00:00:00.000,4346,ROY'S FOODLAND,105 PEARL ST,SHELLSBURG,52332,POINT (-91.868949035 42.094179011),,BENTON,1071000,COCKTAILS/RTD,260,DIAGEO AMERICAS,58801,CAPTAIN MORGAN LONG ISLAND ICED TEA,6,1750,11.00,16.50,1,16.50,1.75,0.46
INV-60325300049,2023-07-14T00:00:00.000,4346,ROY'S FOODLAND,105 PEARL ST,SHELLSBURG,52332,POINT (-91.868949035 42.094179011),,BENTON,1071000,COCKTAILS/RTD,065,JIM BEAM BRANDS,63505,ON THE ROCKS COCKTAILS BASIL HAYDEN DARK RYE MANHATTAN,12,375,6.50,9.75,12,117.00,4.50,1.18
INV-60325300050,2023-07-14T00:00:00.000,4346,ROY'S FOODLAND,105 PEARL ST,SHELLSBURG,52332,POINT (-91.868949035 42.094179011),,BENTON,1082100,IMPORTED CORDIALS & LIQUEURS,389,REMY COINTREAU USA INC,64776,COINTREAU LIQUEUR,12,750,21.48,32.22,1,32.22,0.75,0.19
